ಅಂಗೈಸು	ಅಂಗೈಸು\nಒಪ್ಪು\n ಅರಣ್ಯ ಪರ್ವ,11,17
ಅಂಗೋಪಾಂಗ	ಅಂಗೋಪಾಂಗ\nದೇಹ ಮತ್ತು ಅವಯವಗಳು\n ಆದಿ ಪರ್ವ,11,30
ಅಂಘವಣೆ	ಅಂಘವಣೆ\nಇಂಗಿತ\n ಆದಿ ಪರ್ವ,15,10
ಅಂಘವಣೆ	ಅಂಘವಣೆ\nಉದ್ದೇಶ\n ಸಭಾ ಪರ್ವ,2,72
ಅಂಘವಣೆ	ಅಂಘವಣೆ\nಕೆಲಸ\n ಗದಾ ಪರ್ವ,9,14
ಅಂಘೈಸು	ಅಂಘೈಸು\nಅಂಗೈಸು\n ಗದಾ ಪರ್ವ,4,57
ಅಂಘೈಸು	ಅಂಘೈಸು\nಆಸೆ ಪಡು\n ಆದಿ ಪರ್ವ,15,49
ಅಂಘೈಸು	ಅಂಘೈಸು\nಕಾರ್ಯಪ್ರವೃತ್ತನಾಗು\n ಗದಾ ಪರ್ವ,9,25
ಅಂಘೈಸÀು	ಅಂಘೈಸÀು\nಮೇಲೆಬೀಳು\n ಕರ್ಣ ಪರ್ವ,13,40
ಅಂಘ್ರಿ	ಅಂಘ್ರಿ\nಪಾದ\n ಗದಾ ಪರ್ವ,11,41
ಅಂಘ್ರಿದ್ವಯಕೆ	ಅಂಘ್ರಿದ್ವಯಕೆ\nಎರಡೂ ಕಾಲುಗಳಗೆ\n ಸಭಾ ಪರ್ವ,1,5
ಅಂಜನ	ಅಂಜನ\nಕಾಡಿಗೆ\n ಆದಿ ಪರ್ವ,13,20
ಅಂಜಲಿ	ಅಂಜಲಿ\nಬೊಗಸೆ\n ದ್ರೋಣ ಪರ್ವ,14,44
ಅಂಜಲಿ	ಅಂಜಲಿ\nಸಮೇಳ\n ಗದಾ ಪರ್ವ,11,13
ಅಂಜುಳಿ	ಅಂಜುಳಿ\nಬೊಗಸೆ\n ಆದಿ ಪರ್ವ,16,30
ಅಂಡಜ	ಅಂಡಜ\nಮೊಟ್ಟೆಯಿಂದ ಹುಟ್ಟಿರುವ ಜೀವರಾಶಿ\n ಸಭಾ ಪರ್ವ,9,13
ಅಂಡಲೆ	ಅಂಡಲೆ\nಪೀಡಿಸು ಕಾಡು\n ವಿರಾಟ ಪರ್ವ,6,62
ಅಂಡಲೆ	ಅಂಡಲೆ\nಪೀಡಿಸು\n ಸಭಾ ಪರ್ವ,1,16
ಅಂಡಲೆಸು	ಅಂಡಲೆಸು\nಕಾಡಿಪೀಡಿಸು\n ಸಭಾ ಪರ್ವ,3,4
ಅಂಡುಗೊಂಡುದು	ಅಂಡುಗೊಂಡುದು\nಓಡಿ ಹೋಗು\n ದ್ರೋಣ ಪರ್ವ,18,23
ಅಂತ	ಅಂತ\nತನ್ನನ್ನು ಆಕ್ರಮಿಸಿದ\n ಸಭಾ ಪರ್ವ,1,68
ಅಂತಃಕರಣ	ಅಂತಃಕರಣ\nಮನಸ್ಸು (ಜ್ಞಾನ\n ಭೀಷ್ಮ ಪರ್ವ,3,32
ಅಂತಃಕರಣ	ಅಂತಃಕರಣ\nಮನಸ್ಸು\n ಗದಾ ಪರ್ವ,11,66
ಅಂತಃಶ್ರಮ	ಅಂತಃಶ್ರಮ\nಮಾನಸಿಕವಾದ ಆಯಾಸ\n ಗದಾ ಪರ್ವ,7,14
ಅಂತಃಸ್ತಾಪÀಶಿಖಿ	ಅಂತಃಸ್ತಾಪÀಶಿಖಿ\nಒಳಗೇ ಸುಡುತ್ತಿರುವ ದುಃಖ\n ಗದಾ ಪರ್ವ,12,1
ಅಂತಕನ ನೆರೆಯೂರವರು	ಅಂತಕನ ನೆರೆಯೂರವರು\nಈಗಲೋ ಆಗಲೋ ಸಾಯುವಷ್ಟು ವಯಸ್ಸಾದವರು\n ವಿರಾಟ ಪರ್ವ,5,20
ಅಂತಕಪುರ	ಅಂತಕಪುರ\nಯಮನ ಊರು.\n ವಿರಾಟ ಪರ್ವ,2,21
ಅಂತಕಸೂನು	ಅಂತಕಸೂನು\nಯಮನಮಗ\n ಗದಾ ಪರ್ವ,12,19
ಅಂತಕಾಲಯ	ಅಂತಕಾಲಯ\nಯಮನಲೋಕ\n ಸಭಾ ಪರ್ವ,16,24
ಅಂತರ	ಅಂತರ\nಸಮಯ\n ಆದಿ ಪರ್ವ,11,22,,, A4A2D8B6E5B6,,,,,,,,,, 
ಅಂತರಂಗ	ಅಂತರಂಗ\nಮನಸ್ಸು\n ಗದಾ ಪರ್ವ,8,29
ಅಂತರಂಗರು	ಅಂತರಂಗರು\nಮನಸ್ಸು ಉಳ್ಳವರಾದರು\n ವಿರಾಟ ಪರ್ವ,8,82
ಅಂತರಲಗಡಿ	ಅಂತರಲಗಡಿ\nಒಳಮುಖದ ಹೊಡೆತ\n ಕರ್ಣ ಪರ್ವ,19,43
ಅಂತರಿಸು	ಅಂತರಿಸು\nಮರೆಯಾಗು\n ಸಭಾ ಪರ್ವ,1,80
ಅಂತರಿಸು	ಅಂತರಿಸು\nದೂರವಾಗು\n ವಿರಾಟ ಪರ್ವ,1,18
ಅಂತರ್ದಾಯಿ	ಅಂತರ್ದಾಯಿ\nಒಳಗೊಳಗೇ ಬೆಂಕಿ ಹಚ್ಚುವ\n ಆದಿ ಪರ್ವ,8,43
ಅಂತರ್ದಾಹಕ	ಅಂತರ್ದಾಹಕ\nಒಳಗೆ ಸುಡುವವನು\n ಸಭಾ ಪರ್ವ,1,60
ಅಂತರ್ಬದ್ಧ	ಅಂತರ್ಬದ್ಧ\nಅಂತಃಕಲಹ\n ಸಭಾ ಪರ್ವ,1,67
ಅಂತರ್ಭಾವ	ಅಂತರ್ಭಾವ\nಮನಸ್ಸಿನ ಆಶಯ\n ಶಲ್ಯ ಪರ್ವ,1,17
ಅಂತರ್ಭಾವ	ಅಂತರ್ಭಾವ\nಒಳಮನಸ್ಸು\n ಆದಿ ಪರ್ವ,8,33
ಅಂತರ್ಮನ	ಅಂತರ್ಮನ\nಒಳಮನಸ್ಸು\n ಗದಾ ಪರ್ವ,3,37
ಅಂತರ್ಮುಖ	ಅಂತರ್ಮುಖ\nಒಳಮನಸ್ಸು\n ಆದಿ ಪರ್ವ,8,37
ಅಂತರ್ಯಾಮಿ	ಅಂತರ್ಯಾಮಿ\nಒಳಗಿರುವವನು\n ಉದ್ಯೋಗ ಪರ್ವ,9,69
ಅಂತವ್ರ್ಯಥೆ	ಅಂತವ್ರ್ಯಥೆ\nಮನಸ್ಸಿನ ದುಃಖ\n ಆದಿ ಪರ್ವ,11,17
ಅಂತವ್ರ್ಯಾಕುಳತೆ	ಅಂತವ್ರ್ಯಾಕುಳತೆ\nಮನದೊಳಗಿನ ವ್ಯಾಕುಲ\n ಗದಾ ಪರ್ವ,8,59
ಅಂತಸ್ತಾಪ	ಅಂತಸ್ತಾಪ\nಒಳಗಿನ ದುಃಖ\n ಕರ್ಣ ಪರ್ವ,8,6
ಅಂತಸ್ತಾಪವನು	ಅಂತಸ್ತಾಪವನು\nಶರೀರದ ತಾಪವನ್ನು\n ಭೀಷ್ಮ ಪರ್ವ,10,27
ಅಂತಸ್ಮøತೆ	ಅಂತಸ್ಮøತೆ\nವಿಶ್ವಾಸ\n ಉದ್ಯೋಗ ಪರ್ವ,3,70
ಅಂತ್ಯದಲಿ	ಅಂತ್ಯದಲಿ\nಸಾವಿನಲ್ಲಿ\n ಗದಾ ಪರ್ವ,11,24
ಅಂತ್ಯವರ್ಣ	ಅಂತ್ಯವರ್ಣ\nಶೂದ್ರ\n ಆದಿ ಪರ್ವ,16,24
ಅಂದಗೆಡಿಸದೆ	ಅಂದಗೆಡಿಸದೆ\nವಿರೂಪಗೊಳಿಸದೆ\n ಆದಿ ಪರ್ವ,8,20
ಅಂದಗೆಡಿಸು	ಅಂದಗೆಡಿಸು\nವಿರೂಪಗೊಳಿಸು\n ಆದಿ ಪರ್ವ,8,54
ಅಂದವಳಿಯದೆ	ಅಂದವಳಿಯದೆ\nಲಕ್ಷಣವು ಹಾಳಾಗದೆ.\n ಗದಾ ಪರ್ವ,4,7
ಅಂಧತಿಮಿರ	ಅಂಧತಿಮಿರ\nಕುರುಡುಗತ್ತಲೆ\n ಗದಾ ಪರ್ವ,10,13
ಅಂಧನೃಪ	ಅಂಧನೃಪ\nಕುರುಡರಾಜ\n ದ್ರೋಣ ಪರ್ವ,1,8
ಅಂಬನು	ಅಂಬನು\nಬಾಣವನ್ನು\n ದ್ರೋಣ ಪರ್ವ,3,21
ಅಂಬರ	ಅಂಬರ\nರೇಷ್ಮೆಯ ಬಟ್ಟೆ\n ಗದಾ ಪರ್ವ,4,53
ಅಂಬರಸರಸಿ	ಅಂಬರಸರಸಿ\nಗಗನ ಸರೋವರ\n ಭೀಷ್ಮ ಪರ್ವ,5,22
ಅಂಬಿನಲಿ	ಅಂಬಿನಲಿ\nಬಾಣಗಳಿಂದ\n ಸಭಾ ಪರ್ವ,1,63
ಅಂಬಿನಹೊರಳಿ	ಅಂಬಿನಹೊರಳಿ\nಬಾಣ ಸಮೂಹ\n ಭೀಷ್ಮ ಪರ್ವ,10,4
ಅಂಬು	ಅಂಬು\nಬಾಣ.\n ಭೀಷ್ಮ ಪರ್ವ,3,8
ಅಂಬುಜ ಪಾಣಿ	ಅಂಬುಜ ಪಾಣಿ\nಕಮಲವನ್ನು ಕೈಯಲ್ಲಿ ಹಿಡಿದಿರುವವನು\n ದ್ರೋಣ ಪರ್ವ,4,6
ಅಂಬುಜಭವ	ಅಂಬುಜಭವ\nಕಮಲದಲ್ಲಿ ಹುಟ್ಟಿದವನು\n ಆದಿ ಪರ್ವ,15,27
ಅಂಬುಜಾಂಬಕಯುಗಳ	ಅಂಬುಜಾಂಬಕಯುಗಳ\nಕಮಲದಂತಹ ಎರಡು ಕಣ್ಣುಗಳುಳ್ಳ ್ಣ\n ಭೀಷ್ಮ ಪರ್ವ,6,28
ಅಂಭೋಜ ಮುಖಿ	ಅಂಭೋಜ ಮುಖಿ\nತಾವರೆಯ ಮುಖದ (ದ್ರೌಪದಿ)\n ವಿರಾಟ ಪರ್ವ,3,98
ಅಂಭೋದಿ	ಅಂಭೋದಿ\nಸಮುದ್ರ.\n ಉದ್ಯೋಗ ಪರ್ವ,8,5
ಅಂಭೋರುಹಾಕ್ಷಿ	ಅಂಭೋರುಹಾಕ್ಷಿ\nತಾವರೆಯಂತೆ ಕಣ್ಣುಳ್ಳವಳು\n ಗದಾ ಪರ್ವ,11,4
ಅಕಟ	ಅಕಟ\nಅಯ್ಯೋ\n ಸಭಾ ಪರ್ವ,3,7
ಅಕಾಲ	ಅಕಾಲ\nಕಾಲವಲ್ಲದ ಕಾಲ\n ಆದಿ ಪರ್ವ,8,43
ಅಕುಟಿಲ	ಅಕುಟಿಲ\nಪ್ರಾಮಾಣಿಕ\n ಆದಿ ಪರ್ವ,10,0
ಅಕುಟಿಲರು	ಅಕುಟಿಲರು\nಮೋಸ ಅರಿಯದವರು\n ಸಭಾ ಪರ್ವ,14,92
ಅಕೃತ್ಯಶತ	ಅಕೃತ್ಯಶತ\nನೂರುಕೇಡು\n ಉದ್ಯೋಗ ಪರ್ವ,3,122
ಅಕ್ಕಜ	ಅಕ್ಕಜ\nಬೆರಗು\n ಆದಿ ಪರ್ವ,13,58
ಅಕ್ಕಜ	ಅಕ್ಕಜ\nಮಾತ್ಸರ್ಯ\n ಕರ್ಣ ಪರ್ವ,19,50
ಅಕ್ಕಜ	ಅಕ್ಕಜ\nಆಶ್ಚರ್ಯ(ಸಂ) ಕಿಚ್ಚು\n ಗದಾ ಪರ್ವ,8,50
ಅಕ್ಕಡ	ಅಕ್ಕಡ\nಅಖಾಡ\n ಕರ್ಣ ಪರ್ವ,19,41
ಅಕ್ಕಾಡಿದವು	ಅಕ್ಕಾಡಿದವು\nನಾಟಿದವು (ಅಳ್ಕಾಡಿದವು\n ಭೀಷ್ಮ ಪರ್ವ,6,23
ಅಕ್ಕಾಡು	ಅಕ್ಕಾಡು\nಪೂರ್ತಿನಷ್ಟವಾಗು\n ಕರ್ಣ ಪರ್ವ,24,3
ಅಕ್ಕಾಡು	ಅಕ್ಕಾಡು\nಅಳ್ಳಾಡು\n ಗದಾ ಪರ್ವ,1,63,,, A4C9C9B7D5BA,,,,,,,,,, 
ಅಕ್ಕಾಡು	ಅಕ್ಕಾಡು\nಜೀರ್ಣವಾಗು ನಾಶವಾಗು\n ದ್ರೋಣ ಪರ್ವ,10,54
ಅಕ್ಕು	ಅಕ್ಕು\nಲಯವಾಗು\n ದ್ರೋಣ ಪರ್ವ,15,24
ಅಕ್ಕುಡಿಸು	ಅಕ್ಕುಡಿಸು\nಹಿಮ್ಮೆಟ್ಟಿಸು\n ಶಲ್ಯ ಪರ್ವ,3,8
ಅಕ್ಕುಡಿಸು	ಅಕ್ಕುಡಿಸು\nಕುಗ್ಗು\n ಕರ್ಣ ಪರ್ವ,24,42
ಅಕ್ಕುವುದೇ	ಅಕ್ಕುವುದೇ\nಜೀರ್ಣವಾಗುದೇ ? ಬಲುಹು\n ಸಭಾ ಪರ್ವ,13,71
ಅಕ್ಕೆಯ	ಅಕ್ಕೆಯ\nಅಳಲಿನ\n ಭೀಷ್ಮ ಪರ್ವ,3,82
ಅಕ್ರೋಧಿ	ಅಕ್ರೋಧಿ\nಸಿಟ್ಟಿಲ್ಲದ\n ಉದ್ಯೋಗ ಪರ್ವ,3,87
ಅಕ್ಷ	ಅಕ್ಷ\nಪಗಡೆ\n ಅರಣ್ಯ ಪರ್ವ,17,11
ಅಕ್ಷ ಧೂರ್ತರು	ಅಕ್ಷ ಧೂರ್ತರು\nಪಗಡೆಯಲ್ಲಿ ವಂಚಕರು\n ಸಭಾ ಪರ್ವ,12,90
ಅಕ್ಷಮರು	ಅಕ್ಷಮರು\nಅಸಮರ್ಥರು\n ವಿರಾಟ ಪರ್ವ,3,33
ಅಕ್ಷಮಾಲೆ	ಅಕ್ಷಮಾಲೆ\nಜಪಮಾಲೆ\n ಅರಣ್ಯ ಪರ್ವ,5,15
ಅಕ್ಷಯಶರ ನಿಷಂಗ	ಅಕ್ಷಯಶರ ನಿಷಂಗ\nಎಂದೆಂದಿಗೂ ವ್ಯಯವಾಗದ ಬಾಣಗಳುಳ್ಳ ಬತ್ತಳಿಕೆ.\n ಆದಿ ಪರ್ವ,20,20
ಅಕ್ಷೀಣ	ಅಕ್ಷೀಣ\nಕಡಿಮೆಯಾಗದ\n ದ್ರೋಣ ಪರ್ವ,5,57
ಅಕ್ಷೀಣ	ಅಕ್ಷೀಣ\nಕ್ಷೀಣಿಸದ\n ಸಭಾ ಪರ್ವ,12,7
ಅಕ್ಷೀಣದುರಿತರು	ಅಕ್ಷೀಣದುರಿತರು\nಪಾಪಿಗಳು\n ದ್ರೋಣ ಪರ್ವ,4,6
ಅಕ್ಷೋಹಿಣಿ	ಅಕ್ಷೋಹಿಣಿ\nಇಲ್ಲಿ ಅಪಾರ ಸಂಖ್ಯೆಯ ಸೈನ್ಯ.\n ಸಭಾ ಪರ್ವ,2,52
ಅಕ್ಷೋಹಿಣಿ	ಅಕ್ಷೋಹಿಣಿ\nಕ್ಷೋಣಿ 17 ಅಂಕಿಗಳನ್ನೊಳಗೊಂಡ ಸಂಖ್ಯೆಯ (ಸೇನೆ)?\n ಭೀಷ್ಮ ಪರ್ವ,2,21
ಅಕ್ಷೋಹಿಣಿ: ಗದಾಪರ್ವದ 2 ಸಂಧಿಯ 8ನೆಯ	ಅಕ್ಷೋಹಿಣಿ: ಗದಾಪರ್ವದ 2 ಸಂಧಿಯ 8ನೆಯ\nಪದ್ಯದ ಟಿಪ್ಪಣಿಯನ್ನು ನೋಡಿ. ನಾರೀನಿಕರ\n ಗದಾ ಪರ್ವ,9,41
ಅಖಂಡ	ಅಖಂಡ\nಪೂರ್ಣ\n ಆದಿ ಪರ್ವ,6,39
ಅಖಂಡ	ಅಖಂಡ\nಚ್ಯುತಿಯಿಲ್ಲದ\n ಶಲ್ಯ ಪರ್ವ,2,0
ಅಖಿನ್ನ	ಅಖಿನ್ನ\nದುಃಖರಹಿತ\n ಸಭಾ ಪರ್ವ,1,67
ಅಖಿಳ ರಾಜಾವಳಿಗಳ	ಅಖಿಳ ರಾಜಾವಳಿಗಳ\nಸಮಸ್ತರಾಜರ\n ಸಭಾ ಪರ್ವ,1,4
ಅಖಿಳಾಮ್ನಾಯ	ಅಖಿಳಾಮ್ನಾಯ\nಸಮಸ್ತ ವೇದಗಳು\n ಸಭಾ ಪರ್ವ,6,21
ಅಖ್ಖುಡಿಸು	ಅಖ್ಖುಡಿಸು\nಹೆದರು\n ಕರ್ಣ ಪರ್ವ,26,10
ಅಖ್ಯಾತಿ	ಅಖ್ಯಾತಿ\nಅಪಖ್ಯಾತಿ\n ಆದಿ ಪರ್ವ,8,74
ಅಗಡಾಗು	ಅಗಡಾಗು\nಕೆಟ್ಟುಹೋಗು\n ಆದಿ ಪರ್ವ,10,13
ಅಗಡು ಮಾಡಿದ	ಅಗಡು ಮಾಡಿದ\nದುಷ್ಟತನದಿಂದ ನಡೆದುಕೊಂಡ\n ಸಭಾ ಪರ್ವ,15,47
ಅಗಣಿತ	ಅಗಣಿತ\nಲೆಕ್ಕವಿಲ್ಲದ\n ಉದ್ಯೋಗ ಪರ್ವ,7,29
ಅಗಣಿತನು	ಅಗಣಿತನು\nಅಪಾರಶಕ್ತನು\n ಭೀಷ್ಮ ಪರ್ವ,7,12
ಅಗಧರ	ಅಗಧರ\nಶ್ರೀ ಕೃಷ್ಣ\n ಉದ್ಯೋಗ ಪರ್ವ,1,23
ಅಗಮ್ಯ	ಅಗಮ್ಯ\nಪ್ರವೇಶ ಮಾಡಲಾರದ್ದು\n ಆದಿ ಪರ್ವ,9,16
ಅಗರು	ಅಗರು\nಸುವಾಸನೆ ನೀಡುವ ಮರಗಳು ?\n ಸಭಾ ಪರ್ವ,5,47
ಅಗರು	ಅಗರು\nಸುಗಂಧದ್ರವ್ಯ\n ಆದಿ ಪರ್ವ,12,9
ಅಗಲಕ್ಕೆ	ಅಗಲಕ್ಕೆ\nಉದ್ದಗಲಗಳಲ್ಲಿ\n ಗದಾ ಪರ್ವ,12,6
ಅಗಳು	ಅಗಳು\nಕಂದಕ.\n ಉದ್ಯೋಗ ಪರ್ವ,7,28
ಅಗಾಧ	ಅಗಾಧ\nಅಳವಾದ\n ಆದಿ ಪರ್ವ,6,37
ಅಗಿ	ಅಗಿ\nನಡುಗು\n ವಿರಾಟ ಪರ್ವ,5,6
ಅಗಿ	ಅಗಿ\nತೊನೆದಾಡು\n ವಿರಾಟ ಪರ್ವ,6,59
ಅಗಿದು	ಅಗಿದು\nಹಿಮ್ಮೆಟ್ಟಿ\n ಭೀಷ್ಮ ಪರ್ವ,4,11
ಅಗಿದು	ಅಗಿದು\nಉತ್ಸಾಹದಿಂದ\n ಗದಾ ಪರ್ವ,5,36
ಅಗಿಯೆ	ಅಗಿಯೆ\nಅಲ್ಲಾಡುತ್ತಿರಲು\n ಭೀಷ್ಮ ಪರ್ವ,4,94
ಅಗಿವ	ಅಗಿವ\nಗರ್ಜಿಸುವ\n ಭೀಷ್ಮ ಪರ್ವ,3,19
ಅಗಿವ	ಅಗಿವ\nಥಳಿಥಳಿಸುವ\n ಭೀಷ್ಮ ಪರ್ವ,1,47
ಅಗುಳು	ಅಗುಳು\nತೋಡು\n ಶಲ್ಯ ಪರ್ವ,3,44
ಅಗ್ಗ	ಅಗ್ಗ\nಅಧಿಕ ಸಾಮಥ್ರ್ಯ\n ಆದಿ ಪರ್ವ,8,34
ಅಗ್ಗಡಲು	ಅಗ್ಗಡಲು\nರಕ್ತ ಸಮುದ್ರ (ತ.ಸು.ಶಾಮರಾಯರ ನಿಘಂಟು) ಅಗಣಿತ\n ವಿರಾಟ ಪರ್ವ,8,69
ಅಗ್ಗಡಲು	ಅಗ್ಗಡಲು\nರಕ್ತಸಾಗರ\n ಭೀಷ್ಮ ಪರ್ವ,8,46
ಅಗ್ಗದ	ಅಗ್ಗದ\nಶ್ರೇಷ್ಠನಾದ\n ದ್ರೋಣ ಪರ್ವ,7,26
ಅಗ್ಗದ	ಅಗ್ಗದ\nಶ್ರೇಷ್ಠವಾದ\n ಗದಾ ಪರ್ವ,4,37
ಅಗ್ಗಳಿಕೆ	ಅಗ್ಗಳಿಕೆ\nಶ್ರೇಷ್ಠತೆ\n ವಿರಾಟ ಪರ್ವ,7,5
ಅಗ್ಗಳಿಕೆ	ಅಗ್ಗಳಿಕೆ\nಅತಿಶಯ\n ಆದಿ ಪರ್ವ,1,15,,, A4CBCBB6EDB8C9BD,,,,,,,,,, 
ಅಗ್ಗಳಿಕೆ	ಅಗ್ಗಳಿಕೆ\nಗೌರವ\n ಆದಿ ಪರ್ವ,10,39
ಅಗ್ಗಳಿಸು	ಅಗ್ಗಳಿಸು\nವೃದ್ಧಿಸು\n ಭೀಷ್ಮ ಪರ್ವ,3,45
ಅಗ್ಗಳೆ	ಅಗ್ಗಳೆ\nಶ್ರೇಷ್ಠರು\n ಭೀಷ್ಮ ಪರ್ವ,6,30
ಅಗ್ಗಳೆಯ	ಅಗ್ಗಳೆಯ\nಶ್ರೇಷ್ಠನಾದ\n ಗದಾ ಪರ್ವ,10,8
